Energy (MeV),# Pixel
0.967827502190427,1677
0.966762335241151,1678
0.965698933276249,1679
0.964637292398403,1680
0.963577408721105,1681
0.962519278368501,1682
0.961462897475472,1683
0.960408262187517,1684
0.959355368660809,1685
0.958304213062012,1686
0.957254791568294,1687
0.956207100367404,1688
0.955161135657544,1689
0.954116893647348,1690
0.953074370555874,1691
0.952033562612517,1692
0.950994466057032,1693
0.949957077139466,1694
0.94892139212011,1695
0.947887407269518,1696
0.946855118868425,1697
0.945824523207744,1698
0.944795616588482,1699
0.943768395321802,1700
0.94274285572888,1701
0.941718994140941,1702
0.940696806899236,1703
0.939676290354951,1704
0.938657440869221,1705
0.937640254813054,1706
0.936624728567382,1707
0.935610858522918,1708
0.934598641080221,1709
0.933588072649593,1710
0.932579149651103,1711
0.931571868514515,1712
0.930566225679261,1713
0.929562217594461,1714
0.928559840718795,1715
0.927559091520568,1716
0.926559966477603,1717
0.925562462077281,1718
0.92456657481647,1719
0.923572301201465,1720
0.922579637748025,1721
0.921588580981286,1722
0.920599127435764,1723
0.919611273655325,1724
0.918625016193108,1725
0.917640351611575,1726
0.916657276482388,1727
0.915675787386454,1728
0.914695880913883,1729
0.913717553663911,1730
0.912740802244939,1731
0.911765623274441,1732
0.91079201337896,1733
0.90981996919412,1734
0.908849487364578,1735
0.907880564543844,1736
0.906913197394455,1737
0.905947382587868,1738
0.90498311680448,1739
0.904020396733527,1740
0.903059219073091,1741
0.902099580530051,1742
0.901141477820086,1743
0.900184907667637,1744
0.899229866805857,1745
0.898276351976602,1746
0.897324359930407,1747
0.896373887426465,1748
0.895424931232542,1749
0.894477488125046,1750
0.893531554888898,1751
0.892587128317599,1752
0.891644205213118,1753
0.890702782385928,1754
0.889762856654964,1755
0.88882442484755,1756
0.887887483799456,1757
0.886952030354788,1758
0.886018061366024,1759
0.885085573693936,1760
0.884154564207631,1761
0.883225029784417,1762
0.882296967309937,1763
0.881370373677957,1764
0.880445245790488,1765
0.879521580557684,1766
0.878599374897843,1767
0.877678625737371,1768
0.87675933001075,1769
0.875841484660558,1770
0.874925086637367,1771
0.874010132899791,1772
0.87309662041441,1773
0.872184546155753,1774
0.871273907106316,1775
0.870364700256471,1776
0.869456922604517,1777
0.868550571156552,1778
0.867645642926575,1779
0.866742134936362,1780
0.865840044215458,1781
0.864939367801197,1782
0.864040102738645,1783
0.86314224608059,1784
0.862245794887488,1785
0.861350746227474,1786
0.860457097176304,1787
0.859564844817451,1788
0.858673986241858,1789
0.85778451854804,1790
0.856896438842095,1791
0.856009744237624,1792
0.855124431855781,1793
0.854240498825132,1794
0.853357942281741,1795
0.852476759369105,1796
0.851596947238082,1797
0.850718503046946,1798
0.84984142396134,1799
0.848965707154203,1800
0.848091349805834,1801
0.847218349103811,1802
0.846346702242953,1803
0.84547640642535,1804
0.844607458860329,1805
0.84373985676439,1806
0.842873597361229,1807
0.842008677881683,1808
0.841145095563762,1809
0.840282847652552,1810
0.839421931400229,1811
0.838562344066062,1812
0.837704082916366,1813
0.836847145224453,1814
0.835991528270664,1815
0.835137229342328,1816
0.834284245733708,1817
0.833432574746036,1818
0.832582213687443,1819
0.83173315987295,1820
0.830885410624477,1821
0.830038963270791,1822
0.829193815147488,1823
0.828349963596965,1824
0.827507405968438,1825
0.826666139617865,1826
0.82582616190798,1827
0.824987470208221,1828
0.824150061894758,1829
0.823313934350443,1830
0.822479084964785,1831
0.821645511133944,1832
0.820813210260726,1833
0.819982179754514,1834
0.819152417031288,1835
0.818323919513622,1836
0.817496684630613,1837
0.816670709817854,1838
0.815845992517509,1839
0.815022530178177,1840
0.814200320254969,1841
0.813379360209391,1842
0.812559647509414,1843
0.81174117962942,1844
0.810923954050165,1845
0.81010796825876,1846
0.809293219748802,1847
0.808479706020005,1848
0.807667424578465,1849
0.806856372936607,1850
0.806046548613128,1851
0.805237949132963,1852
0.804430572027301,1853
0.803624414833551,1854
0.802819475095289,1855
0.802015750362303,1856
0.80121323819054,1857
0.800411936142063,1858
0.799611841785095,1859
0.798812952693924,1860
0.798015266448976,1861
0.797218780636682,1862
0.79642349284958,1863
0.795629400686215,1864
0.794836501751152,1865
0.794044793654944,1866
0.793254274014116,1867
0.792464940451178,1868
0.791676790594583,1869
0.790889822078664,1870
0.790104032543706,1871
0.789319419635868,1872
0.788535981007188,1873
0.787753714315545,1874
0.786972617224644,1875
0.786192687404032,1876
0.785413922529076,1877
0.784636320280855,1878
0.783859878346301,1879
0.783084594418037,1880
0.782310466194444,1881
0.781537491379595,1882
0.780765667683301,1883
0.779994992821008,1884
0.779225464513871,1885
0.778457080488663,1886
0.777689838477804,1887
0.776923736219306,1888
0.776158771456806,1889
0.775394941939497,1890
0.774632245422158,1891
0.773870679665109,1892
0.773110242434185,1893
0.772350931500769,1894
0.771592744641711,1895
0.770835679639363,1896
0.770079734281528,1897
0.769324906361474,1898
0.76857119367789,1899
0.767818594034897,1900
0.76706710524201,1901
0.766316725114121,1902
0.765567451471506,1903
0.764819282139799,1904
0.764072214949956,1905
0.763326247738256,1906
0.762581378346311,1907
0.761837604620993,1908
0.761094924414465,1909
0.760353335584141,1910
0.759612835992777,1911
0.75887342350823,1912
0.758135096003545,1913
0.75739785135705,1914
0.756661687452244,1915
0.75592660217777,1916
0.755192593427459,1917
0.754459659100263,1918
0.753727797100258,1919
0.752997005336632,1920
0.752267281723657,1921
0.751538624180697,1922
0.750811030632181,1923
0.750084499007566,1924
0.749359027241362,1925
0.748634613273088,1926
0.747911255047277,1927
0.747188950513453,1928
0.746467697626096,1929
0.745747494344669,1930
0.745028338633581,1931
0.744310228462153,1932
0.743593161804648,1933
0.74287713664022,1934
0.742162150952907,1935
0.741448202731646,1936
0.740735289970213,1937
0.740023410667224,1938
0.739312562826162,1939
0.738602744455294,1940
0.737893953567714,1941
0.73718618818129,1942
0.73647944631869,1943
0.735773726007334,1944
0.735069025279377,1945
0.734365342171735,1946
0.733662674726025,1947
0.732961020988592,1948
0.732260379010469,1949
0.731560746847349,1950
0.730862122559642,1951
0.73016450421236,1952
0.72946788987519,1953
0.728772277622431,1954
0.728077665533011,1955
0.727384051690436,1956
0.72669143418283,1957
0.725999811102867,1958
0.725309180547799,1959
0.724619540619415,1960
0.723930889424042,1961
0.723243225072536,1962
0.722556545680273,1963
0.721870849367084,1964
0.721186134257339,1965
0.720502398479842,1966
0.719819640167863,1967
0.719137857459126,1968
0.718457048495773,1969
0.717777211424396,1970
0.717098344395951,1971
0.716420445565818,1972
0.715743513093764,1973
0.715067545143913,1974
0.714392539884733,1975
0.713718495489087,1976
0.713045410134109,1977
0.712373282001284,1978
0.711702109276424,1979
0.711031890149598,1980
0.710362622815169,1981
0.709694305471871,1982
0.70902693632258,1983
0.708360513574385,1984
0.707695035438662,1985
0.707030500131034,1986
0.70636690587132,1987
0.705704250883549,1988
0.70504253339591,1989
0.704381751640801,1990
0.703721903854764,1991
0.703062988278503,1992
0.702405003156866,1993
0.701747946738803,1994
0.701091817277421,1995
0.700436613029897,1996
0.699782332257529,1997
0.699128973225682,1998
0.698476534203792,1999
0.69782501346536,2000
0.697174409287931,2001
0.696524719953095,2002
0.695875943746455,2003
0.69522807895764,2004
0.69458112388027,2005
0.693935076811967,2006
0.693289936054326,2007
0.692645699912908,2008
0.692002366697247,2009
0.691359934720815,2010
0.690718402301021,2011
0.690077767759187,2012
0.689438029420563,2013
0.688799185614307,2014
0.688161234673446,2015
0.687524174934923,2016
0.686888004739507,2017
0.686252722431869,2018
0.685618326360499,2019
0.684984814877746,2020
0.684352186339763,2021
0.683720439106548,2022
0.683089571541883,2023
0.682459582013352,2024
0.681830468892325,2025
0.681202230553949,2026
0.680574865377126,2027
0.679948371744517,2028
0.679322748042529,2029
0.678697992661297,2030
0.678074103994686,2031
0.677451080440261,2032
0.676828920399285,2033
0.67620762227674,2034
0.675587184481254,2035
0.674967605425155,2036
0.674348883524403,2037
0.673731017198648,2038
0.673114004871136,2039
0.672497844968783,2040
0.67188253592209,2041
0.671268076165202,2042
0.670654464135836,2043
0.670041698275321,2044
0.669429777028551,2045
0.668818698844008,2046
0.668208462173717,2047
0.667599065473252,2048
0.666990507201755,2049
0.666382785821879,2050
0.665775899799795,2051
0.665169847605201,2052
0.664564627711289,2053
0.663960238594745,2054
0.663356678735742,2055
0.662753946617921,2056
0.662152040728393,2057
0.661550959557722,2058
0.660950701599906,2059
0.660351265352397,2060
0.659752649316127,2061
0.659154851995402,2062
0.658557871897816,2063
0.657961707534481,2064
0.657366357419889,2065
0.656771820071898,2066
0.656178094011737,2067
0.655585177764014,2068
0.654993069856678,2069
0.654401768821012,2070
0.653811273191657,2071
0.653221581506555,2072
0.652632692306988,2073
0.652044604137515,2074
0.651457315546023,2075
0.650870825083663,2076
0.650285131304887,2077
0.649700232767393,2078
0.64911612803218,2079
0.648532815663467,2080
0.647950294228726,2081
0.647368562298665,2082
0.646787618447226,2083
0.646207461251569,2084
0.64562808929205,2085
0.645049501152241,2086
0.644471695418898,2087
0.643894670681963,2088
0.643318425534555,2089
0.642742958572963,2090
0.642168268396617,2091
0.641594353608117,2092
0.641021212813191,2093
0.640448844620706,2094
0.639877247642653,2095
0.639306420494126,2096
0.638736361793348,2097
0.638167070161629,2098
0.63759854422336,2099
0.637030782606038,2100
0.636463783940207,2101
0.6358975468595,2102
0.635332070000594,2103
0.63476735200321,2104
0.634203391510131,2105
0.633640187167153,2106
0.633077737623113,2107
0.632516041529847,2108
0.631955097542214,2109
0.631394904318067,2110
0.630835460518251,2111
0.630276764806594,2112
0.629718815849907,2113
0.629161612317965,2114
0.628605152883514,2115
0.628049436222226,2116
0.627494461012749,2117
0.626940225936651,2118
0.626386729678436,2119
0.62583397092552,2120
0.625281948368233,2121
0.624730660699829,2122
0.624180106616444,2123
0.623630284817105,2124
0.623081194003724,2125
0.622532832881097,2126
0.62198520015687,2127
0.621438294541557,2128
0.620892114748531,2129
0.620346659494005,2130
0.619801927497022,2131
0.619257917479465,2132
0.618714628166023,2133
0.618172058284228,2134
0.617630206564389,2135
0.617089071739641,2136
0.616548652545889,2137
0.61600894772183,2138
0.615469956008946,2139
0.614931676151486,2140
0.614394106896452,2141
0.613857246993615,2142
0.613321095195495,2143
0.612785650257336,2144
0.612250910937121,2145
0.611716875995587,2146
0.611183544196154,2147
0.610650914304975,2148
0.610118985090892,2149
0.609587755325575,2150
0.609057223783176,2151
0.608527389240583,2152
0.607998250477417,2153
0.607469806275938,2154
0.606942055421079,2155
0.606414996700454,2156
0.605888628904282,2157
0.605362950825458,2158
0.604837961259493,2159
0.604313659004541,2160
0.603790042861363,2161
0.603267111633338,2162
0.602744864126466,2163
0.602223299149322,2164
0.601702415513108,2165
0.601182212031581,2166
0.6006626875211,2167
0.600143840800585,2168
0.599625670691535,2169
0.599108176017996,2170
0.598591355606571,2171
0.598075208286425,2172
0.597559732889246,2173
0.597044928249255,2174
0.596530793203213,2175
0.596017326590396,2176
0.595504527252592,2177
0.594992394034092,2178
0.594480925781698,2179
0.593970121344701,2180
0.593459979574879,2181
0.592950499326504,2182
0.592441679456297,2183
0.59193351882347,2184
0.591426016289689,2185
0.59091917071908,2186
0.590412980978217,2187
0.589907445936117,2188
0.589402564464224,2189
0.588898335436436,2190
0.588394757729054,2191
0.587891830220804,2192
0.587389551792821,2193
0.586887921328659,2194
0.586386937714252,2195
0.585886599837939,2196
0.585386906590442,2197
0.584887856864877,2198
0.584389449556709,2199
0.583891683563794,2200
0.583394557786344,2201
0.582898071126915,2202
0.582402222490442,2203
0.581907010784174,2204
0.581412434917712,2205
0.580918493802996,2206
0.58042518635428,2207
0.57993251148815,2208
0.57944046812349,2209
0.578949055181504,2210
0.578458271585709,2211
0.577968116261898,2212
0.577478588138161,2213
0.576989686144886,2214
0.576501409214723,2215
0.576013756282602,2216
0.575526726285724,2217
0.575040318163552,2218
0.5745545308578,2219
0.574069363312427,2220
0.57358481447365,2221
0.573100883289916,2222
0.572617568711919,2223
0.572134869692548,2224
0.571652785186948,2225
0.571171314152466,2226
0.570690455548659,2227
0.570210208337283,2228
0.569730571482308,2229
0.569251543949891,2230
0.568773124708366,2231
0.568295312728265,2232
0.567818106982292,2233
0.567341506445328,2234
0.566865510094392,2235
0.566390116908708,2236
0.565915325869615,2237
0.565441135960626,2238
0.564967546167394,2239
0.564494555477698,2240
0.564022162881458,2241
0.563550367370736,2242
0.563079167939686,2243
0.562608563584612,2244
0.562138553303907,2245
0.561669136098074,2246
0.561200310969727,2247
0.560732076923559,2248
0.56026443296637,2249
0.559797378107104,2250
0.559330911356737,2251
0.558865031728205,2252
0.558399738236625,2253
0.557935029899162,2254
0.557470905735045,2255
0.55700736476555,2256
0.556544406014012,2257
0.556082028505813,2258
0.555620231268354,2259
0.555159013331085,2260
0.554698373725481,2261
0.554238311485042,2262
0.553778825645278,2263
0.553319915243718,2264
0.552861579319907,2265
0.552403816915377,2266
0.551946627073668,2267
0.551490008840316,2268
0.551033961262827,2269
0.550578483390714,2270
0.550123574275461,2271
0.549669232970506,2272
0.549215458531286,2273
0.548762250015174,2274
0.548309606481521,2275
0.547857526991623,2276
0.547406010608722,2277
0.546955056398018,2278
0.546504663426623,2279
0.54605483076361,2280
0.545605557479975,2281
0.545156842648624,2282
0.544708685344404,2283
0.544261084644062,2284
0.543814039626263,2285
0.543367549371568,2286
0.542921612962449,2287
0.542476229483277,2288
0.542031398020295,2289
0.541587117661656,2290
0.541143387497384,2291
0.540700206619376,2292
0.540257574121413,2293
0.539815489099128,2294
0.53937395065004,2295
0.538932957873505,2296
0.538492509870752,2297
0.538052605744844,2298
0.537613244600692,2299
0.537174425545057,2300
0.536736147686532,2301
0.536298410135535,2302
0.535861212004316,2303
0.535424552406952,2304
0.53498843045933,2305
0.53455284527915,2306
0.534117795985933,2307
0.533683281700997,2308
0.533249301547452,2309
0.532815854650224,2310
0.532382940136003,2311
0.531950557133289,2312
0.531518704772358,2313
0.531087382185261,2314
0.530656588505825,2315
0.530226322869638,2316
0.529796584414076,2317
0.529367372278254,2318
0.528938685603044,2319
0.52851052353109,2320
0.528082885206758,2321
0.52765576977618,2322
0.527229176387211,2323
0.526803104189453,2324
0.526377552334233,2325
0.525952519974606,2326
0.525528006265347,2327
0.525104010362951,2328
0.52468053142563,2329
0.524257568613302,2330
0.523835121087596,2331
0.523413188011834,2332
0.522991768551042,2333
0.522570861871933,2334
0.52215046714292,2335
0.521730583534092,2336
0.521311210217227,2337
0.520892346365762,2338
0.520473991154836,2339
0.520056143761226,2340
0.519638803363397,2341
0.519221969141465,2342
0.518805640277197,2343
0.518389815954024,2344
0.51797449535702,2345
0.51755967767291,2346
0.517145362090042,2347
0.516731547798424,2348
0.516318233989674,2349
0.515905419857062,2350
0.515493104595466,2351
0.515081287401385,2352
0.514669967472951,2353
0.514259144009891,2354
0.513848816213548,2355
0.513438983286872,2356
0.513029644434409,2357
0.512620798862319,2358
0.512212445778328,2359
0.511804584391775,2360
0.511397213913584,2361
0.510990333556243,2362
0.510583942533832,2363
0.510178040062001,2364
0.509772625358072,2365
0.5093676976408,2366
0.508963256130473,2367
0.50855930004901,2368
0.508155828619874,2369
0.507752841068103,2370
0.507350336620248,2371
0.506948314504441,2372
0.506546773950335,2373
0.506145714189121,2374
0.505745134453531,2375
0.505345033977814,2376
0.504945411997761,2377
0.504546267750674,2378
0.504147600475385,2379
0.503749409412227,2380
0.503351693803055,2381
0.502954452891235,2382
0.502557685921624,2383
0.502161392140593,2384
0.501765570796,2385
0.501370221137212,2386
0.500975342415063,2387
0.500580933881902,2388
0.500186994791534,2389
